From,To,R,X
0,12,0.0001,0.0001
12,13,0.005729302681956153,0.03423517972855855
13,1,0.03268347467843223,0.005729302681956153
13,9,0.047798841213585144,0.0001
9,2,0.02277469926667121,0.0001
9,8,0.015141228030200238,0.0001
8,3,0.20872895480780546,0.007382924809969223
12,11,0.04461081571949078,0.03529093793983251
11,10,0.0001,0.0001
10,4,0.24228440650585037,0.0001
11,5,0.05902484568655517,0.0001
10,6,0.012156864838594798,0.0001
8,7,0.19319711260551609,0.16670695217822648
